1739581575982.802001953125000 1739581575982.945312500000000
1739581575982.802001953125000 1739581575982.943115234375000
1739581575982.802001953125000 1739581575982.946289062500000
1739581575982.802001953125000 1739581575982.947265625000000
1739581575982.802001953125000 1739581575982.947265625000000
1739581575982.802001953125000 1739581575982.967773437500000
1739581575982.802001953125000 1739581575982.946289062500000
1739581575982.802001953125000 1739581575982.947265625000000
1739581575982.802001953125000 1739581575982.994384765625000
1739581575982.802001953125000 1739581575982.954589843750000
1739581575982.802001953125000 1739581575982.949462890625000
1739581575982.802001953125000 1739581575983.000488281250000
1739581575982.802001953125000 1739581575982.966796875000000
1739581575982.802001953125000 1739581575982.951416015625000
1739581575982.802001953125000 1739581575982.955566406250000
1739581575982.802001953125000 1739581575982.962646484375000
1739581575982.802001953125000 1739581575982.950439453125000
1739581575982.802001953125000 1739581575982.966796875000000
1739581575982.802001953125000 1739581575982.953369140625000
1739581575982.802001953125000 1739581575982.949462890625000
1739581575982.802001953125000 1739581575982.950439453125000
1739581575982.802001953125000 1739581575982.945312500000000
1739581575982.802001953125000 1739581575982.949462890625000
1739581575982.802001953125000 1739581575982.940185546875000
1739581575982.802001953125000 1739581575982.967773437500000
1739581575982.802001953125000 1739581575982.950439453125000
1739581575982.802001953125000 1739581575982.941162109375000
1739581575982.802001953125000 1739581575982.944335937500000
1739581575982.802001953125000 1739581575982.943115234375000
1739581575982.802001953125000 1739581575982.950439453125000
1739581575982.802001953125000 1739581575982.948242187500000
1739581575982.802001953125000 1739581575982.973876953125000
1739581575982.802001953125000 1739581575982.976074218750000
1739581575982.802001953125000 1739581575982.937011718750000
1739581575982.802001953125000 1739581575982.953369140625000
1739581575982.802001953125000 1739581575982.946289062500000
1739581575982.802001953125000 1739581575982.945312500000000
1739581575982.802001953125000 1739581575982.950439453125000
1739581575982.802001953125000 1739581575982.945312500000000
1739581575982.802001953125000 1739581575982.950439453125000
1739581575982.802001953125000 1739581575982.940185546875000
1739581575982.802001953125000 1739581575982.944335937500000
1739581575982.802001953125000 1739581575982.952392578125000
1739581575982.802001953125000 1739581575982.948242187500000
1739581575982.802001953125000 1739581575982.941162109375000
1739581575982.802001953125000 1739581575982.948242187500000
1739581575982.802001953125000 1739581575982.944335937500000
1739581575982.802001953125000 1739581575982.971923828125000
1739581575982.802001953125000 1739581575982.949462890625000
1739581575982.802001953125000 1739581575982.951416015625000
1739581575982.802001953125000 1739581575982.941162109375000
1739581575982.802001953125000 1739581575982.966796875000000
1739581575982.802001953125000 1739581575982.941162109375000
1739581575982.802001953125000 1739581575982.954589843750000
1739581575982.802001953125000 1739581575982.945312500000000
1739581575982.802001953125000 1739581575982.946289062500000
